SalesLineID,OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPriceGBP,UnitCostGBP,DiscountPct,OrderStatus,SalesChannel
70,500066,2024-02-05,46,4,1,26.81,11.08,0,Completed,Online
71,500066,2024-02-05,46,8,2,269.02,157.68,0,Completed,Online
72,500059,2024-02-06,33,7,1,363.3,237.83,0,Completed,Marketplace
73,500071,2024-02-06,28,12,1,23.91,10.94,0,Completed,Online
74,500071,2024-02-06,28,1,1,737.91,538.42,0.05,Completed,Online
75,500069,2024-02-07,64,4,1,26.72,11.21,0.1,Completed,Retail Store
76,500069,2024-02-07,64,8,1,267.8,157.67,0,Completed,Retail Store
77,500041,2024-02-08,46,6,1,119.15,71.33,0.05,Completed,Online
78,500041,2024-02-08,46,1,2,711.84,538.19,0,Completed,Online
79,500065,2024-02-08,23,6,1,117.53,71.18,0,Cancelled,Marketplace
80,500065,2024-02-08,23,12,1,24.49,11.21,0,Cancelled,Marketplace
81,500065,2024-02-08,23,3,1,335.2,238.92,0,Cancelled,Marketplace
82,500045,2024-02-10,33,5,1,77.64,37.13,0,Completed,Retail Store
83,500045,2024-02-10,33,1,2,722.19,542.65,0.1,Completed,Retail Store
84,500038,2024-02-12,10,12,1,24.71,11.0,0,Completed,Online
85,500062,2024-02-12,23,8,1,268.02,154.33,0.03,Completed,Online
86,500052,2024-02-13,39,9,1,46.88,18.96,0,Completed,Retail Store
87,500052,2024-02-13,39,11,2,16.09,6.94,0,Completed,Retail Store
88,500052,2024-02-13,39,1,1,712.36,536.49,0.05,Completed,Retail Store
89,500043,2024-02-16,50,12,2,24.31,11.03,0.05,Completed,Retail Store
90,500058,2024-02-16,24,6,1,122.91,70.35,0,Completed,Retail Store
91,500058,2024-02-16,24,8,1,259.09,158.32,0.1,Completed,Retail Store
92,500055,2024-02-19,3,11,2,15.97,7.07,0.03,Completed,Online
93,500063,2024-02-19,43,12,1,25.08,10.97,0.1,Completed,Online
94,500063,2024-02-19,43,5,1,81.77,37.36,0,Completed,Online
95,500064,2024-02-19,60,7,3,383.21,239.06,0.05,Completed,Online
96,500064,2024-02-19,60,2,1,231.17,155.99,0.05,Completed,Online
97,500068,2024-02-19,33,2,1,226.87,154.02,0,Completed,Online
98,500073,2024-02-21,39,9,1,47.23,19.12,0.1,Completed,Online
99,500056,2024-02-22,63,7,1,365.06,232.31,0,Completed,Online
100,500056,2024-02-22,63,1,3,744.0,552.96,0,Completed,Online
101,500060,2024-02-24,51,1,3,752.14,538.88,0.1,Completed,Online
102,500042,2024-02-25,49,11,1,16.33,6.92,0,Completed,Retail Store
103,500042,2024-02-25,49,8,4,252.69,154.53,0,Completed,Retail Store
104,500046,2024-02-25,47,2,1,225.82,155.65,0,Completed,Online
105,500046,2024-02-25,47,10,2,12.37,5.04,0,Completed,Online
106,500047,2024-02-25,55,8,1,259.15,155.7,0,Completed,Online
107,500039,2024-02-26,57,8,1,254.96,155.68,0.05,Completed,Retail Store
108,500039,2024-02-26,57,11,2,16.56,6.9,0,Completed,Retail Store
109,500051,2024-02-26,35,2,1,228.95,155.63,0.03,Completed,Online
110,500051,2024-02-26,35,1,1,753.64,538.92,0.03,Completed,Online
111,500051,2024-02-26,35,7,1,372.01,234.55,0,Completed,Online
112,500070,2024-02-26,11,4,1,27.67,11.03,0.05,Completed,Marketplace
113,500070,2024-02-26,11,8,1,269.71,156.72,0,Completed,Marketplace
114,500049,2024-02-27,10,9,1,48.78,18.89,0.05,Completed,Online
115,500049,2024-02-27,10,7,3,375.96,235.16,0.05,Completed,Online
116,500053,2024-02-27,60,4,2,26.66,10.84,0.05,Completed,Retail Store
117,500053,2024-02-27,60,3,1,329.65,240.74,0,Completed,Retail Store
118,500061,2024-02-27,49,5,1,80.44,36.48,0.1,Completed,Retail Store
119,500107,2024-03-01,24,8,2,270.03,158.2,0,Completed,Online
120,500107,2024-03-01,24,6,1,117.7,70.61,0,Completed,Online
121,500085,2024-03-02,48,4,1,27.47,10.95,0.05,Cancelled,Online
122,500112,2024-03-02,36,12,2,24.45,11.15,0.05,Completed,Marketplace
123,500112,2024-03-02,36,11,1,16.54,6.97,0,Completed,Marketplace
124,500116,2024-03-02,23,5,1,82.43,37.53,0,Completed,Online
125,500116,2024-03-02,23,6,1,118.73,72.39,0,Completed,Online
126,500105,2024-03-04,23,11,1,16.55,7.13,0,Cancelled,Online
127,500079,2024-03-06,51,2,1,236.41,154.32,0,Completed,Retail Store
128,500114,2024-03-06,35,10,2,12.03,4.97,0,Completed,Retail Store
129,500077,2024-03-07,58,1,3,729.62,552.5,0,Completed,Retail Store
130,500077,2024-03-07,58,10,1,11.97,4.96,0.05,Completed,Retail Store
131,500087,2024-03-09,32,4,3,26.38,11.09,0,Completed,Online
132,500081,2024-03-10,63,7,1,367.6,231.89,0,Completed,Retail Store
133,500100,2024-03-10,5,2,1,227.4,155.52,0.1,Completed,Online
134,500100,2024-03-10,5,5,1,77.63,37.31,0.1,Completed,Online
135,500100,2024-03-10,5,8,2,265.16,157.0,0,Completed,Online
136,500117,2024-03-10,22,2,2,230.33,152.3,0,Cancelled,Retail Store
137,500109,2024-03-11,2,7,1,378.97,232.72,0.03,Completed,Online
138,500083,2024-03-12,47,2,1,234.72,154.41,0,Completed,Marketplace
139,500089,2024-03-12,17,6,1,122.42,70.42,0,Completed,Retail Store
140,500089,2024-03-12,17,4,2,26.98,11.2,0,Completed,Retail Store
141,500089,2024-03-12,17,2,2,224.9,151.98,0,Completed,Retail Store
142,500084,2024-03-13,45,7,2,364.14,234.7,0.05,Completed,Online
143,500104,2024-03-13,42,11,2,16.37,6.97,0.05,Completed,Online
144,500104,2024-03-13,42,12,1,25.03,10.92,0.05,Completed,Online
145,500106,2024-03-14,58,10,2,12.09,4.98,0.05,Completed,Online
146,500106,2024-03-14,58,6,1,121.06,70.06,0,Completed,Online
147,500097,2024-03-15,21,9,1,47.05,19.02,0.1,Completed,Online
148,500097,2024-03-15,21,2,1,234.05,154.74,0.03,Completed,Online
149,500098,2024-03-15,26,4,1,27.65,11.13,0.03,Completed,Online
150,500096,2024-03-17,3,6,2,120.94,70.81,0,Completed,Online
151,500108,2024-03-17,32,4,4,27.36,11.05,0,Completed,Retail Store
152,500108,2024-03-17,32,5,3,79.11,37.32,0.05,Completed,Retail Store
153,500078,2024-03-18,24,6,2,119.25,71.93,0,Cancelled,Online
154,500078,2024-03-18,24,3,1,338.49,240.31,0,Cancelled,Online
155,500113,2024-03-18,22,6,1,119.17,70.31,0.03,Completed,Marketplace
156,500088,2024-03-19,4,4,1,28.08,10.89,0,Completed,Online
157,500101,2024-03-19,61,7,1,362.56,236.32,0,Completed,Online
158,500101,2024-03-19,61,6,1,119.24,70.84,0.05,Completed,Online
159,500101,2024-03-19,61,5,2,79.64,36.57,0.03,Completed,Online
160,500093,2024-03-20,51,12,1,24.04,11.2,0.03,Cancelled,Retail Store
161,500095,2024-03-20,44,1,1,749.55,537.28,0,Completed,Retail Store
162,500110,2024-03-20,57,10,1,12.12,4.95,0,Cancelled,Marketplace
163,500111,2024-03-20,19,1,1,754.2,553.18,0,Completed,Online
164,500111,2024-03-20,19,7,3,380.46,238.71,0,Completed,Online
165,500082,2024-03-21,53,8,1,256.79,155.9,0,Cancelled,Marketplace
166,500082,2024-03-21,53,3,2,327.56,242.19,0,Cancelled,Marketplace
167,500086,2024-03-23,35,12,1,23.6,10.97,0,Completed,Online
168,500086,2024-03-23,35,8,2,270.65,153.9,0,Completed,Online
169,500103,2024-03-23,64,5,1,80.77,37.51,0,Completed,Retail Store
170,500103,2024-03-23,64,3,1,335.87,237.05,0.05,Completed,Retail Store
171,500103,2024-03-23,64,4,2,27.36,10.88,0.05,Completed,Retail Store
172,500076,2024-03-24,59,9,1,47.44,18.91,0.05,Cancelled,Retail Store
173,500076,2024-03-24,59,11,2,16.35,7.14,0.03,Cancelled,Retail Store
174,500080,2024-03-24,42,2,1,227.16,153.28,0.03,Completed,Retail Store
175,500080,2024-03-24,42,6,2,121.91,70.37,0,Completed,Retail Store
176,500090,2024-03-26,33,2,1,237.83,155.45,0.1,Completed,Marketplace
177,500090,2024-03-26,33,8,1,260.16,154.31,0,Completed,Marketplace
178,500102,2024-03-27,49,6,2,119.38,72.41,0,Completed,Marketplace
179,500102,2024-03-27,49,12,1,24.13,11.04,0,Completed,Marketplace
180,500102,2024-03-27,49,9,4,48.59,18.77,0,Completed,Marketplace
181,500115,2024-03-27,32,12,1,24.39,10.93,0.1,Completed,Online
182,500091,2024-03-28,12,3,2,326.49,241.43,0.03,Completed,Online
183,500099,2024-03-29,6,10,1,12.29,4.94,0,Completed,Online
184,500099,2024-03-29,6,7,1,375.96,238.06,0.1,Completed,Online
185,500075,2024-03-30,56,4,1,27.01,10.96,0.1,Completed,Retail Store
186,500075,2024-03-30,56,8,2,257.33,153.71,0,Completed,Retail Store
187,500092,2024-03-30,4,8,1,270.4,158.32,0,Completed,Retail Store
188,500092,2024-03-30,4,5,1,80.9,37.23,0,Completed,Retail Store
189,500094,2024-03-30,55,11,2,15.7,7.03,0.1,Completed,Online
190,500094,2024-03-30,55,6,1,116.33,70.03,0,Completed,Online
191,500123,2024-04-03,10,1,2,717.11,543.82,0,Completed,Marketplace
192,500148,2024-04-03,27,8,2,269.12,155.34,0,Completed,Retail Store
193,500148,2024-04-03,27,6,1,118.76,70.57,0,Completed,Retail Store
194,500155,2024-04-03,23,12,1,24.38,10.9,0,Completed,Online
195,500130,2024-04-04,20,4,1,26.52,11.1,0.05,Completed,Retail Store
196,500130,2024-04-04,20,10,1,11.71,5.0,0.05,Completed,Retail Store
197,500130,2024-04-04,20,2,1,238.51,155.41,0.1,Completed,Retail Store
198,500131,2024-04-05,35,4,1,27.5,10.96,0,Completed,Retail Store
199,500131,2024-04-05,35,3,2,338.34,234.52,0.15,Completed,Retail Store
200,500150,2024-04-05,19,4,1,26.42,10.87,0,Completed,Marketplace
201,500150,2024-04-05,19,3,1,342.81,238.0,0.05,Completed,Marketplace
202,500121,2024-04-06,34,1,4,728.95,549.76,0,Completed,Marketplace
203,500135,2024-04-06,37,8,2,256.91,158.07,0,Completed,Retail Store
204,500135,2024-04-06,37,7,1,375.94,237.47,0,Completed,Retail Store
205,500145,2024-04-06,5,11,3,16.04,6.96,0.03,Completed,Online
206,500146,2024-04-06,43,6,1,120.69,71.02,0,Completed,Retail Store
207,500146,2024-04-06,43,7,1,362.49,238.12,0.1,Completed,Retail Store
208,500118,2024-04-07,3,11,1,16.4,6.96,0,Completed,Online
209,500118,2024-04-07,3,4,1,27.31,11.06,0,Completed,Online
210,500156,2024-04-07,24,1,1,717.52,542.64,0,Completed,Online
211,500132,2024-04-08,52,11,1,15.79,7.07,0,Completed,Online
212,500136,2024-04-11,63,4,1,26.9,10.96,0,Completed,Online
213,500147,2024-04-11,48,8,1,260.63,156.16,0.1,Completed,Online
214,500158,2024-04-11,27,2,1,238.39,152.96,0,Completed,Retail Store
215,500158,2024-04-11,27,11,3,15.73,7.05,0.15,Completed,Retail Store
216,500158,2024-04-11,27,5,1,77.8,36.47,0,Completed,Retail Store
217,500159,2024-04-11,35,5,3,81.74,36.79,0,Completed,Online
218,500153,2024-04-14,56,5,1,81.45,36.8,0,Completed,Online
219,500153,2024-04-14,56,4,1,26.94,11.16,0,Completed,Online
220,500119,2024-04-15,22,4,1,27.07,11.04,0,Completed,Online
221,500125,2024-04-15,6,3,1,324.49,242.57,0,Completed,Retail Store
222,500149,2024-04-15,13,2,1,236.24,151.79,0,Completed,Online
223,500149,2024-04-15,13,12,2,24.16,10.89,0.05,Completed,Online
224,500154,2024-04-15,19,4,1,27.7,11.18,0,Completed,Marketplace
225,500138,2024-04-16,49,5,1,77.85,37.6,0.05,Completed,Online
226,500161,2024-04-16,9,12,1,24.9,11.09,0.05,Completed,Online
227,500161,2024-04-16,9,4,2,26.47,10.89,0,Completed,Online
228,500152,2024-04-17,49,1,1,759.85,542.4,0.05,Completed,Online
229,500141,2024-04-18,50,6,1,120.63,71.5,0,Cancelled,Retail Store
230,500141,2024-04-18,50,11,2,15.65,7.0,0,Cancelled,Retail Store
231,500151,2024-04-19,65,6,2,116.5,70.51,0,Completed,Online
232,500151,2024-04-19,65,7,1,378.21,233.87,0,Completed,Online
233,500127,2024-04-20,40,6,1,123.62,71.76,0.03,Completed,Online
234,500134,2024-04-20,21,8,1,270.24,155.78,0.03,Completed,Retail Store
235,500134,2024-04-20,21,7,2,384.44,232.58,0,Completed,Retail Store
236,500134,2024-04-20,21,4,1,26.68,10.9,0,Completed,Retail Store
237,500157,2024-04-20,21,12,1,23.58,11.01,0,Completed,Online
238,500157,2024-04-20,21,4,2,27.62,11.08,0,Completed,Online
239,500157,2024-04-20,21,8,3,269.73,158.7,0.03,Completed,Online
240,500162,2024-04-20,15,11,3,15.65,6.9,0,Completed,Online
241,500140,2024-04-22,22,2,1,223.94,155.38,0,Completed,Online
242,500140,2024-04-22,22,8,2,261.6,155.17,0,Completed,Online
243,500163,2024-04-22,57,7,2,368.91,237.23,0,Completed,Online
244,500144,2024-04-23,37,3,1,323.83,236.61,0.05,Completed,Retail Store
245,500124,2024-04-25,6,12,1,24.75,10.87,0,Completed,Online
246,500124,2024-04-25,6,10,1,12.08,5.04,0.05,Completed,Online
247,500124,2024-04-25,6,11,1,15.86,7.07,0.03,Completed,Online
248,500126,2024-04-25,36,3,1,330.46,238.98,0,Completed,Retail Store
249,500126,2024-04-25,36,9,1,49.8,18.92,0,Completed,Retail Store
250,500126,2024-04-25,36,1,1,727.25,552.21,0.1,Completed,Retail Store
251,500128,2024-04-25,32,1,2,723.06,542.52,0,Completed,Retail Store
252,500128,2024-04-25,32,4,2,26.52,11.02,0.03,Completed,Retail Store
253,500139,2024-04-26,53,4,1,28.11,10.86,0,Completed,Retail Store
254,500139,2024-04-26,53,9,1,48.43,18.98,0.1,Completed,Retail Store
255,500143,2024-04-26,50,7,3,365.06,232.51,0.15,Completed,Marketplace
256,500160,2024-04-26,64,10,1,12.27,4.95,0.1,Completed,Online
257,500122,2024-04-27,30,4,2,27.87,11.13,0,Completed,Retail Store
258,500120,2024-04-28,14,4,1,27.38,10.93,0.15,Completed,Online
259,500120,2024-04-28,14,12,1,24.04,10.94,0.05,Completed,Online
260,500129,2024-04-28,16,2,1,232.11,153.93,0.05,Completed,Retail Store
261,500142,2024-04-28,6,10,1,12.25,4.93,0,Completed,Retail Store
262,500133,2024-04-30,10,4,1,27.36,11.01,0.15,Completed,Online
263,500133,2024-04-30,10,7,2,380.97,234.69,0.03,Completed,Online
264,500137,2024-04-30,24,10,1,12.13,5.04,0,Completed,Retail Store
265,500187,2024-05-01,6,6,1,122.19,71.44,0,Completed,Retail Store
266,500187,2024-05-01,6,3,2,333.92,238.9,0.15,Completed,Retail Store
267,500193,2024-05-01,27,1,1,723.23,547.78,0.05,Completed,Retail Store
268,500195,2024-05-01,15,9,2,47.2,19.27,0,Completed,Retail Store
269,500195,2024-05-01,15,1,1,739.64,538.5,0,Completed,Retail Store
270,500195,2024-05-01,15,7,1,384.84,235.31,0.05,Completed,Retail Store
271,500196,2024-05-01,29,4,4,28.14,10.88,0,Completed,Online
272,500196,2024-05-01,29,1,1,737.23,547.49,0,Completed,Online
273,500169,2024-05-02,3,5,1,79.05,36.99,0,Completed,Retail Store
274,500177,2024-05-02,22,3,1,324.18,238.51,0.03,Completed,Retail Store
275,500177,2024-05-02,22,6,1,119.77,70.22,0,Completed,Retail Store
276,500207,2024-05-02,61,11,1,15.78,6.91,0.05,Completed,Retail Store
277,500207,2024-05-02,61,10,1,12.07,5.02,0,Completed,Retail Store
278,500184,2024-05-03,40,4,1,27.92,11.01,0,Completed,Online
279,500184,2024-05-03,40,3,1,325.67,234.52,0,Completed,Online
280,500175,2024-05-05,21,11,2,16.05,6.9,0,Completed,Online
281,500174,2024-05-07,30,8,1,268.96,155.85,0,Completed,Online
282,500174,2024-05-07,30,4,1,27.39,10.97,0,Completed,Online
283,500166,2024-05-09,1,2,1,223.38,156.0,0,Completed,Online
284,500210,2024-05-09,8,9,1,47.08,19.13,0,Completed,Online
285,500210,2024-05-09,8,11,1,16.51,6.93,0.05,Completed,Online
286,500176,2024-05-10,6,4,1,27.13,10.88,0.1,Completed,Online
287,500176,2024-05-10,6,7,2,372.68,238.4,0,Completed,Online
288,500178,2024-05-10,54,11,1,16.63,6.92,0,Completed,Online
289,500179,2024-05-10,10,2,1,229.0,155.75,0,Completed,Online
290,500179,2024-05-10,10,11,1,15.75,7.06,0,Completed,Online
291,500200,2024-05-10,41,8,3,252.53,155.66,0,Completed,Online
292,500200,2024-05-10,41,9,2,47.23,19.27,0,Completed,Online
293,500206,2024-05-10,3,1,3,753.73,546.82,0.03,Completed,Online
294,500173,2024-05-11,62,5,1,82.55,36.54,0,Completed,Online
295,500173,2024-05-11,62,4,1,27.88,10.99,0,Completed,Online
296,500185,2024-05-11,62,9,2,48.15,19.28,0,Completed,Online
297,500199,2024-05-12,46,3,1,325.77,241.36,0.03,Completed,Online
298,500199,2024-05-12,46,8,1,265.94,158.43,0,Completed,Online
299,500171,2024-05-13,9,10,1,11.95,4.93,0.05,Completed,Online
300,500171,2024-05-13,9,5,2,82.16,37.02,0.1,Completed,Online
301,500167,2024-05-14,53,2,2,231.22,155.98,0.03,Completed,Online
302,500167,2024-05-14,53,1,2,713.67,536.55,0,Completed,Online
303,500170,2024-05-15,28,11,1,16.18,7.11,0.1,Cancelled,Marketplace
304,500170,2024-05-15,28,2,2,239.12,153.73,0,Cancelled,Marketplace
305,500197,2024-05-15,31,7,3,373.82,236.65,0.05,Completed,Online
306,500168,2024-05-16,28,11,1,16.6,6.92,0.1,Cancelled,Marketplace
307,500168,2024-05-16,28,1,3,747.26,549.63,0,Cancelled,Marketplace
308,500188,2024-05-16,2,10,1,11.73,5.01,0,Completed,Retail Store
309,500194,2024-05-16,46,7,1,379.36,236.75,0.03,Completed,Retail Store
310,500194,2024-05-16,46,3,2,335.6,238.29,0.1,Completed,Retail Store
311,500194,2024-05-16,46,2,1,225.19,154.6,0,Completed,Retail Store
312,500211,2024-05-16,40,9,1,48.16,18.81,0,Completed,Online
313,500211,2024-05-16,40,3,1,338.67,235.27,0.05,Completed,Online
314,500181,2024-05-17,26,8,1,261.22,158.16,0,Completed,Marketplace
315,500165,2024-05-18,33,2,1,239.13,152.48,0.05,Completed,Retail Store
316,500165,2024-05-18,33,6,3,117.23,72.07,0.15,Completed,Retail Store
317,500172,2024-05-19,20,10,1,11.77,4.95,0.03,Completed,Online
318,500172,2024-05-19,20,12,1,24.86,10.91,0.1,Completed,Online
319,500183,2024-05-19,7,7,2,370.16,237.01,0.05,Completed,Online
320,500183,2024-05-19,7,10,1,12.06,4.95,0.1,Completed,Online
321,500209,2024-05-19,53,2,1,229.17,152.96,0,Completed,Retail Store
322,500182,2024-05-22,56,11,2,16.71,7.0,0,Completed,Online
323,500182,2024-05-22,56,1,2,713.51,550.79,0,Completed,Online
324,500180,2024-05-23,55,6,2,123.76,72.09,0.03,Completed,Retail Store
325,500180,2024-05-23,55,2,1,238.26,154.93,0,Completed,Retail Store
326,500180,2024-05-23,55,11,2,16.33,7.11,0.1,Completed,Retail Store
327,500189,2024-05-24,59,2,1,235.89,152.92,0,Completed,Online
328,500198,2024-05-24,31,10,1,12.4,5.02,0,Completed,Online
329,500202,2024-05-24,23,9,1,47.34,18.93,0,Completed,Online
330,500202,2024-05-24,23,7,2,382.3,232.65,0,Completed,Online
331,500205,2024-05-24,20,11,2,15.78,7.08,0.03,Completed,Marketplace
332,500190,2024-05-26,27,11,2,16.44,7.07,0,Completed,Retail Store
333,500190,2024-05-26,27,3,1,334.41,238.44,0,Completed,Retail Store
334,500190,2024-05-26,27,4,3,26.61,11.1,0,Completed,Retail Store
335,500192,2024-05-26,1,7,2,381.53,239.04,0.03,Completed,Retail Store
336,500192,2024-05-26,1,3,2,337.48,236.63,0.05,Completed,Retail Store
337,500203,2024-05-27,57,7,2,380.21,239.25,0,Completed,Retail Store
338,500203,2024-05-27,57,11,1,16.32,7.01,0,Completed,Retail Store
339,500164,2024-05-28,59,11,3,16.05,6.91,0,Completed,Online
340,500164,2024-05-28,59,1,1,737.67,551.93,0,Completed,Online
341,500164,2024-05-28,59,6,2,116.49,71.93,0,Completed,Online
342,500186,2024-05-28,9,7,1,370.45,236.49,0,Cancelled,Online
343,500201,2024-05-30,55,7,3,367.44,235.99,0,Completed,Online
344,500201,2024-05-30,55,2,4,232.98,151.17,0.05,Completed,Online
345,500191,2024-05-31,40,8,1,254.32,153.89,0,Completed,Retail Store
346,500204,2024-05-31,36,4,3,26.66,11.19,0,Completed,Online
347,500208,2024-05-31,27,11,1,15.88,6.98,0,Completed,Retail Store
348,500214,2024-06-01,22,4,2,28.21,10.86,0,Completed,Marketplace
349,500214,2024-06-01,22,12,1,24.5,10.97,0,Completed,Marketplace
350,500230,2024-06-01,27,6,2,121.86,71.98,0.05,Completed,Online
351,500255,2024-06-01,56,1,1,739.42,551.92,0.03,Completed,Online
352,500257,2024-06-01,56,5,1,79.89,37.26,0.05,Completed,Online
353,500257,2024-06-01,56,11,1,16.56,7.06,0,Completed,Online
354,500259,2024-06-01,27,6,2,118.72,72.0,0.03,Completed,Retail Store
355,500216,2024-06-03,38,11,1,15.9,7.1,0.03,Completed,Online
356,500216,2024-06-03,38,3,1,338.13,242.34,0,Completed,Online
357,500249,2024-06-03,35,8,3,261.19,157.9,0.05,Completed,Online
358,500235,2024-06-04,64,5,1,81.18,37.17,0,Completed,Online
359,500234,2024-06-05,36,2,1,228.57,152.66,0,Completed,Retail Store
360,500234,2024-06-05,36,3,1,322.73,235.51,0,Completed,Retail Store
361,500244,2024-06-05,2,11,1,15.81,6.94,0,Completed,Online
362,500263,2024-06-05,1,8,1,263.71,154.76,0,Completed,Online
363,500263,2024-06-05,1,10,2,11.87,5.05,0,Completed,Online
364,500254,2024-06-06,36,5,1,77.5,37.52,0,Completed,Retail Store
365,500256,2024-06-06,4,2,1,236.79,152.65,0.05,Completed,Marketplace
366,500256,2024-06-06,4,4,1,26.99,10.95,0,Completed,Marketplace
367,500241,2024-06-07,50,5,1,77.24,37.48,0.1,Completed,Online
368,500241,2024-06-07,50,6,1,121.36,70.73,0,Completed,Online
369,500241,2024-06-07,50,7,1,360.41,231.93,0.03,Completed,Online
370,500219,2024-06-08,1,7,1,362.65,232.43,0.1,Completed,Online
